Student ID,Subject,Previous Score,Time Left,Subject Importance,Preferred Learning Style
3.0,Theory of Computation,75.0,37.0,5.0,Practical-Visual
3.0,Compiler Design,74.0,46.0,5.0,Practice-Reading
3.0,Theory of Computation,74.0,23.0,4.0,Reading-Practical
3.0,Artificial Intelligence and Machine Learning,62.0,28.0,3.0,Lectures-Practice
3.0,Discrete Mathematics,61.0,13.0,5.0,Practical-Lectures
3.0,Data Structures and Algorithms,74.0,26.0,3.0,Reading
3.0,Computer Networks,62.0,25.0,4.0,Practical
3.0,Theory of Computation,81.0,35.0,5.0,Visual
3.0,Computer Networks,65.0,24.0,4.0,Reading
3.0,Computer Networks,76.0,28.0,4.0,Visual-Lectures
3.0,Software Engineering,74.0,11.0,4.0,Practical-Lectures
3.0,Theory of Computation,62.0,36.0,5.0,Lectures-Reading
3.0,Data Structures and Algorithms,73.0,36.0,3.0,Lectures-Practical
3.0,Artificial Intelligence and Machine Learning,83.0,18.0,4.0,Practical-Practice
3.0,Operating Systems,67.0,29.0,1.0,Lectures
3.0,Data Structures and Algorithms,63.0,46.0,1.0,Reading
3.0,Operating Systems,82.0,43.0,5.0,Reading
3.0,Computer Architecture and Organization,75.0,32.0,5.0,Lectures-Visual
3.0,Data Structures and Algorithms,78.0,11.0,4.0,Practice
4.0,Computer Architecture and Organization,72.0,26.0,5.0,Lectures
4.0,Computer Architecture and Organization,70.0,19.0,5.0,Visual
4.0,Database Management Systems,67.0,24.0,5.0,Reading
4.0,Operating Systems,74.0,31.0,2.0,Practice-Visual
4.0,Software Engineering,79.0,35.0,5.0,Reading-Practical
4.0,Compiler Design,83.0,22.0,3.0,Lectures
4.0,Computer Architecture and Organization,66.0,39.0,5.0,Lectures-Practice
4.0,Database Management Systems,82.0,35.0,5.0,Practice-Lectures
4.0,Software Engineering,61.0,35.0,5.0,Visual-Lectures
4.0,Computer Architecture and Organization,68.0,22.0,5.0,Reading-Visual
4.0,Data Structures and Algorithms,60.0,34.0,3.0,Visual-Practical
4.0,Computer Networks,52.0,36.0,5.0,Lectures
4.0,Computer Networks,85.0,27.0,5.0,Visual-Lectures
4.0,Database Management Systems,90.0,22.0,5.0,Practice-Lectures
4.0,Computer Architecture and Organization,77.0,29.0,5.0,Visual
4.0,Discrete Mathematics,63.0,35.0,2.0,Visual-Practice
4.0,Computer Architecture and Organization,82.0,21.0,4.0,Practical
4.0,Database Management Systems,69.0,15.0,4.0,Visual-Practical
4.0,Discrete Mathematics,73.0,25.0,5.0,Lectures-Reading
4.0,Compiler Design,56.0,23.0,4.0,Practice
5.0,Compiler Design,74.0,23.0,1.0,Visual
5.0,Software Engineering,90.0,35.0,5.0,Visual
5.0,Data Structures and Algorithms,84.0,32.0,1.0,Lectures
5.0,Theory of Computation,72.0,33.0,4.0,Visual-Lectures
5.0,Theory of Computation,75.0,26.0,4.0,Practice-Visual
5.0,Computer Architecture and Organization,91.0,35.0,5.0,Lectures
5.0,Discrete Mathematics,72.0,21.0,2.0,Reading
5.0,Operating Systems,70.0,42.0,3.0,Practice-Practical
5.0,Theory of Computation,83.0,19.0,4.0,Lectures
5.0,Computer Architecture and Organization,82.0,17.0,5.0,Practice-Visual
5.0,Operating Systems,71.0,30.0,5.0,Practical
5.0,Computer Networks,64.0,52.0,4.0,Lectures
5.0,Operating Systems,78.0,34.0,2.0,Practice-Lectures
5.0,Artificial Intelligence and Machine Learning,76.0,20.0,5.0,Lectures
5.0,Software Engineering,76.0,28.0,5.0,Reading
5.0,Operating Systems,77.0,33.0,2.0,Practice
5.0,Software Engineering,65.0,19.0,4.0,Practice
5.0,Data Structures and Algorithms,73.0,32.0,3.0,Visual
5.0,Computer Architecture and Organization,73.0,36.0,5.0,Visual
5.0,Software Engineering,61.0,22.0,4.0,Practice
6.0,Computer Architecture and Organization,87.0,13.0,5.0,Practical
6.0,Software Engineering,76.0,20.0,5.0,Visual-Practical
6.0,Computer Networks,72.0,30.0,4.0,Lectures
6.0,Theory of Computation,81.0,27.0,5.0,Visual-Practice
6.0,Discrete Mathematics,72.0,34.0,4.0,Practice-Reading
6.0,Discrete Mathematics,79.0,34.0,1.0,Reading
6.0,Data Structures and Algorithms,81.0,32.0,2.0,Reading
6.0,Compiler Design,68.0,33.0,5.0,Reading
6.0,Software Engineering,82.0,18.0,4.0,Practical
6.0,Compiler Design,78.0,26.0,3.0,Reading-Practice
6.0,Discrete Mathematics,76.0,43.0,1.0,Lectures
6.0,Theory of Computation,78.0,32.0,5.0,Lectures
6.0,Software Engineering,93.0,20.0,5.0,Practice-Reading
6.0,Artificial Intelligence and Machine Learning,90.0,44.0,4.0,Lectures
6.0,Software Engineering,82.0,38.0,5.0,Lectures-Reading
6.0,Data Structures and Algorithms,69.0,30.0,1.0,Practice
6.0,Database Management Systems,83.0,22.0,4.0,Practical
6.0,Software Engineering,76.0,38.0,5.0,Practice-Visual
6.0,Theory of Computation,73.0,20.0,5.0,Visual
6.0,Operating Systems,90.0,17.0,3.0,Practical-Reading
7.0,Database Management Systems,87.0,47.0,5.0,Practical-Lectures
7.0,Compiler Design,73.0,26.0,5.0,Lectures-Reading
7.0,Computer Architecture and Organization,64.0,21.0,5.0,Lectures-Visual
7.0,Operating Systems,72.0,38.0,3.0,Visual-Practical
7.0,Discrete Mathematics,53.0,29.0,2.0,Practice-Reading
7.0,Data Structures and Algorithms,75.0,56.0,2.0,Reading-Lectures
7.0,Computer Architecture and Organization,74.0,14.0,5.0,Visual-Reading
7.0,Database Management Systems,70.0,32.0,5.0,Practice-Lectures
7.0,Software Engineering,75.0,27.0,5.0,Practice-Visual
7.0,Discrete Mathematics,71.0,15.0,2.0,Practice
7.0,Compiler Design,71.0,44.0,2.0,Visual
7.0,Database Management Systems,78.0,29.0,5.0,Practice
7.0,Computer Architecture and Organization,81.0,34.0,5.0,Reading-Practice
7.0,Software Engineering,78.0,40.0,5.0,Lectures
7.0,Compiler Design,71.0,19.0,2.0,Lectures
7.0,Artificial Intelligence and Machine Learning,69.0,18.0,4.0,Practice-Reading
7.0,Data Structures and Algorithms,81.0,37.0,4.0,Practice-Visual
7.0,Computer Networks,70.0,32.0,5.0,Visual
7.0,Database Management Systems,73.0,46.0,5.0,Practice
7.0,Computer Architecture and Organization,59.0,44.0,4.0,Practice
8.0,Operating Systems,66.0,32.0,5.0,Practical-Reading
8.0,Compiler Design,63.0,28.0,1.0,Practice-Visual
8.0,Software Engineering,76.0,30.0,4.0,Practical-Reading
8.0,Discrete Mathematics,73.0,43.0,5.0,Visual-Reading
8.0,Data Structures and Algorithms,99.0,38.0,2.0,Lectures-Reading
8.0,Computer Architecture and Organization,76.0,28.0,5.0,Practical-Lectures
8.0,Computer Architecture and Organization,68.0,44.0,5.0,Practice-Visual
8.0,Theory of Computation,77.0,25.0,5.0,Lectures
8.0,Data Structures and Algorithms,68.0,27.0,3.0,Visual
8.0,Artificial Intelligence and Machine Learning,88.0,16.0,3.0,Reading
8.0,Database Management Systems,95.0,32.0,5.0,Visual
8.0,Artificial Intelligence and Machine Learning,89.0,34.0,4.0,Reading-Visual
8.0,Database Management Systems,68.0,48.0,5.0,Practical-Visual
8.0,Computer Architecture and Organization,87.0,29.0,5.0,Visual-Reading
8.0,Theory of Computation,70.0,30.0,4.0,Practical
8.0,Operating Systems,64.0,18.0,1.0,Practice-Practical
8.0,Software Engineering,70.0,26.0,5.0,Lectures-Visual
8.0,Theory of Computation,83.0,13.0,5.0,Visual-Practical
8.0,Database Management Systems,69.0,18.0,5.0,Visual-Practical
8.0,Discrete Mathematics,90.0,31.0,3.0,Visual
9.0,Artificial Intelligence and Machine Learning,55.0,17.0,3.0,Visual
9.0,Discrete Mathematics,73.0,19.0,4.0,Reading
9.0,Computer Networks,73.0,32.0,5.0,Practice-Reading
9.0,Computer Networks,66.0,38.0,4.0,Practice-Reading
9.0,Discrete Mathematics,60.0,31.0,3.0,Practice
9.0,Computer Networks,63.0,39.0,5.0,Visual-Practical
9.0,Data Structures and Algorithms,67.0,56.0,4.0,Lectures
9.0,Software Engineering,78.0,33.0,5.0,Lectures
9.0,Computer Networks,81.0,37.0,4.0,Practice-Reading
9.0,Computer Networks,70.0,42.0,5.0,Visual
9.0,Software Engineering,87.0,30.0,5.0,Lectures-Visual
9.0,Database Management Systems,72.0,7.0,5.0,Lectures-Visual
9.0,Artificial Intelligence and Machine Learning,65.0,20.0,5.0,Visual-Practice
9.0,Discrete Mathematics,69.0,15.0,2.0,Reading-Lectures
9.0,Database Management Systems,66.0,18.0,4.0,Lectures
9.0,Database Management Systems,87.0,27.0,5.0,Lectures-Practice
9.0,Operating Systems,66.0,28.0,1.0,Lectures-Practical
9.0,Computer Architecture and Organization,72.0,31.0,4.0,Reading
9.0,Computer Architecture and Organization,86.0,34.0,4.0,Visual
9.0,Artificial Intelligence and Machine Learning,71.0,37.0,1.0,Visual
10.0,Database Management Systems,68.0,31.0,4.0,Reading-Visual
10.0,Computer Networks,81.0,31.0,5.0,Lectures
10.0,Computer Networks,76.0,21.0,5.0,Reading
10.0,Computer Networks,84.0,28.0,5.0,Lectures
10.0,Artificial Intelligence and Machine Learning,95.0,20.0,1.0,Practical-Visual
10.0,Data Structures and Algorithms,74.0,50.0,5.0,Reading
10.0,Operating Systems,68.0,40.0,4.0,Lectures
10.0,Database Management Systems,69.0,39.0,5.0,Lectures-Visual
10.0,Data Structures and Algorithms,66.0,18.0,3.0,Lectures-Practice
10.0,Software Engineering,75.0,28.0,4.0,Reading
10.0,Database Management Systems,87.0,38.0,5.0,Reading
10.0,Computer Architecture and Organization,64.0,26.0,5.0,Practice
10.0,Compiler Design,52.0,18.0,2.0,Practice
10.0,Operating Systems,73.0,36.0,3.0,Practice-Visual
10.0,Compiler Design,82.0,29.0,5.0,Reading-Visual
10.0,Data Structures and Algorithms,103.0,28.0,3.0,Lectures
10.0,Database Management Systems,77.0,37.0,5.0,Practice
10.0,Operating Systems,81.0,13.0,4.0,Practice
10.0,Discrete Mathematics,66.0,37.0,2.0,Practical
10.0,Artificial Intelligence and Machine Learning,89.0,32.0,3.0,Lectures-Practical
11.0,Operating Systems,66.0,47.0,5.0,Practical-Reading
11.0,Operating Systems,79.0,8.0,4.0,Lectures-Practical
11.0,Database Management Systems,63.0,22.0,5.0,Visual-Practice
11.0,Discrete Mathematics,84.0,40.0,1.0,Practical
11.0,Artificial Intelligence and Machine Learning,73.0,30.0,2.0,Reading
11.0,Theory of Computation,86.0,26.0,4.0,Practice-Visual
11.0,Theory of Computation,59.0,52.0,4.0,Practical
11.0,Theory of Computation,83.0,33.0,4.0,Practical
11.0,Artificial Intelligence and Machine Learning,67.0,26.0,2.0,Reading
11.0,Computer Networks,63.0,36.0,4.0,Practical
11.0,Software Engineering,87.0,31.0,5.0,Practical-Practice
11.0,Computer Architecture and Organization,76.0,29.0,5.0,Visual
11.0,Database Management Systems,73.0,20.0,5.0,Practice
11.0,Software Engineering,77.0,38.0,5.0,Lectures
11.0,Theory of Computation,70.0,48.0,4.0,Practice
11.0,Discrete Mathematics,69.0,27.0,2.0,Lectures
11.0,Theory of Computation,82.0,26.0,5.0,Lectures
11.0,Database Management Systems,81.0,31.0,5.0,Reading
11.0,Artificial Intelligence and Machine Learning,71.0,38.0,4.0,Practical
11.0,Software Engineering,83.0,23.0,5.0,Practice
12.0,Database Management Systems,64.0,29.0,4.0,Visual-Lectures
12.0,Compiler Design,84.0,27.0,3.868019033308289,Lectures
12.0,Discrete Mathematics,81.0,36.0,3.0,Reading-Lectures
12.0,Theory of Computation,83.0,35.0,4.0,Lectures
12.0,Data Structures and Algorithms,76.0,30.0,5.0,Lectures
12.0,Computer Architecture and Organization,84.0,20.0,5.0,Practice
12.0,Database Management Systems,84.0,14.0,5.0,Practice-Visual
12.0,Theory of Computation,72.0,40.0,4.0,Lectures
12.0,Operating Systems,83.0,13.0,4.0,Lectures-Practice
12.0,Artificial Intelligence and Machine Learning,77.0,32.0,3.0,Visual
12.0,Discrete Mathematics,99.0,35.0,5.0,Visual
12.0,Operating Systems,85.0,20.0,5.0,Practical-Visual
12.0,Artificial Intelligence and Machine Learning,87.0,45.0,2.0,Lectures-Practical
12.0,Compiler Design,89.0,26.0,2.0,Reading
12.0,Database Management Systems,85.0,17.0,4.0,Practical-Practice
12.0,Database Management Systems,69.0,29.0,5.0,Lectures-Reading
12.0,Computer Networks,110.0,21.0,4.0,Reading
12.0,Discrete Mathematics,61.0,30.0,5.0,Lectures
12.0,Data Structures and Algorithms,65.0,17.0,2.0,Reading-Lectures
12.0,Computer Architecture and Organization,82.0,38.0,5.0,Reading-Practice
13.0,Computer Architecture and Organization,73.0,16.0,5.0,Reading-Lectures
13.0,Discrete Mathematics,60.0,21.0,2.0,Practice-Visual
13.0,Computer Architecture and Organization,77.0,40.0,4.0,Practice-Practical
13.0,Artificial Intelligence and Machine Learning,96.0,33.0,2.0,Lectures
13.0,Artificial Intelligence and Machine Learning,68.0,4.0,4.0,Practice-Reading
13.0,Discrete Mathematics,59.0,46.0,4.0,Reading
13.0,Database Management Systems,57.0,11.0,5.0,Practical
13.0,Discrete Mathematics,72.0,22.0,5.0,Reading-Lectures
13.0,Discrete Mathematics,63.0,41.0,2.0,Practice
13.0,Database Management Systems,70.0,16.0,5.0,Lectures-Reading
13.0,Theory of Computation,63.0,31.0,5.0,Visual-Lectures
13.0,Discrete Mathematics,61.0,24.0,5.0,Lectures
13.0,Computer Architecture and Organization,80.0,38.0,5.0,Visual-Practice
13.0,Database Management Systems,92.0,33.0,5.0,Practice
13.0,Data Structures and Algorithms,85.0,37.0,3.0,Visual
13.0,Compiler Design,79.0,50.0,3.0,Lectures
13.0,Operating Systems,59.0,27.0,1.0,Practical-Practice
13.0,Theory of Computation,63.0,39.0,4.0,Lectures-Practice
13.0,Artificial Intelligence and Machine Learning,65.0,25.0,4.0,Practical
13.0,Computer Networks,74.0,37.0,5.0,Practical-Reading
14.0,Theory of Computation,73.0,37.0,4.0,Lectures-Practical
14.0,Database Management Systems,69.0,36.0,5.0,Lectures-Reading
14.0,Computer Architecture and Organization,68.0,41.0,4.0,Practical
14.0,Data Structures and Algorithms,95.0,40.0,4.0,Reading
14.0,Database Management Systems,74.0,21.0,5.0,Reading-Lectures
14.0,Data Structures and Algorithms,66.0,31.0,5.0,Reading-Visual
14.0,Compiler Design,80.0,28.0,1.0,Reading-Lectures
14.0,Database Management Systems,90.0,39.0,5.0,Practice-Lectures
14.0,Software Engineering,85.0,36.0,5.0,Lectures
14.0,Operating Systems,56.0,25.0,3.0,Visual-Practice
14.0,Compiler Design,96.0,15.0,5.0,Reading
14.0,Theory of Computation,64.0,31.0,5.0,Practical-Practice
14.0,Compiler Design,84.0,13.0,5.0,Lectures-Practical
14.0,Discrete Mathematics,75.0,39.0,3.0,Practice-Practical
14.0,Data Structures and Algorithms,85.0,28.0,5.0,Practical
14.0,Computer Networks,81.0,24.0,5.0,Reading
14.0,Operating Systems,78.0,40.0,5.0,Practice-Visual
14.0,Database Management Systems,98.0,33.0,5.0,Lectures-Visual
14.0,Software Engineering,67.0,15.0,4.0,Reading
14.0,Software Engineering,87.0,27.0,5.0,Visual-Lectures
15.0,Discrete Mathematics,83.0,50.0,5.0,Visual-Reading
15.0,Discrete Mathematics,57.0,23.0,1.0,Visual-Lectures
15.0,Computer Architecture and Organization,64.0,27.0,4.0,Reading
15.0,Operating Systems,65.0,34.0,2.0,Practice-Visual
15.0,Compiler Design,81.0,26.0,1.0,Reading
15.0,Discrete Mathematics,73.0,28.0,3.868019033308289,Practical-Visual
15.0,Data Structures and Algorithms,73.0,20.0,5.0,Lectures
15.0,Computer Architecture and Organization,75.0,32.0,4.0,Visual-Lectures
15.0,Computer Architecture and Organization,94.0,26.0,4.0,Reading-Practical
15.0,Database Management Systems,87.0,32.0,4.0,Visual-Practical
15.0,Database Management Systems,81.0,29.0,4.0,Practice
15.0,Computer Architecture and Organization,91.0,28.0,4.0,Practical-Lectures
15.0,Computer Architecture and Organization,92.0,18.0,4.0,Reading-Visual
15.0,Computer Networks,81.0,27.0,5.0,Lectures-Practice
15.0,Compiler Design,79.0,37.0,4.0,Practice
15.0,Software Engineering,82.0,23.0,5.0,Lectures
15.0,Discrete Mathematics,82.0,26.0,2.0,Lectures-Practice
15.0,Database Management Systems,59.0,19.0,4.0,Reading-Visual
15.0,Software Engineering,87.0,34.0,5.0,Lectures
15.0,Software Engineering,63.0,13.0,5.0,Visual-Lectures
16.0,Discrete Mathematics,80.0,31.0,5.0,Visual-Reading
16.0,Operating Systems,76.0,20.0,5.0,Lectures-Practical
16.0,Computer Architecture and Organization,60.0,18.0,5.0,Reading
16.0,Discrete Mathematics,73.0,7.0,3.0,Lectures-Practical
16.0,Theory of Computation,67.0,19.0,5.0,Practical
16.0,Discrete Mathematics,70.0,36.0,4.0,Practice
16.0,Artificial Intelligence and Machine Learning,87.0,21.0,2.0,Lectures-Reading
16.0,Artificial Intelligence and Machine Learning,79.0,1.0,3.0,Practice
16.0,Operating Systems,69.0,19.0,3.0,Lectures
16.0,Data Structures and Algorithms,82.0,28.0,4.0,Visual
16.0,Theory of Computation,76.0,12.0,4.0,Practice-Lectures
16.0,Theory of Computation,73.0,30.0,4.0,Practical
16.0,Artificial Intelligence and Machine Learning,79.0,33.0,5.0,Practical
16.0,Computer Networks,79.0,20.0,4.0,Lectures
16.0,Operating Systems,73.0,18.0,5.0,Lectures-Practice
16.0,Artificial Intelligence and Machine Learning,69.0,32.0,1.0,Practice
16.0,Artificial Intelligence and Machine Learning,76.0,35.0,5.0,Practice-Practical
16.0,Data Structures and Algorithms,83.0,36.0,3.0,Practice-Visual
16.0,Artificial Intelligence and Machine Learning,74.0,21.0,1.0,Practice-Visual
16.0,Computer Architecture and Organization,78.0,48.0,4.0,Lectures-Reading
17.0,Discrete Mathematics,74.0,26.0,4.0,Visual-Reading
17.0,Computer Networks,58.0,48.0,5.0,Reading-Lectures
17.0,Artificial Intelligence and Machine Learning,60.0,41.0,3.0,Visual-Reading
17.0,Artificial Intelligence and Machine Learning,77.0,25.0,4.0,Reading
17.0,Computer Architecture and Organization,80.0,24.0,4.0,Lectures
17.0,Computer Networks,73.0,23.0,5.0,Visual
17.0,Artificial Intelligence and Machine Learning,97.0,28.0,1.0,Reading-Visual
17.0,Database Management Systems,95.0,18.0,5.0,Visual-Lectures
17.0,Operating Systems,75.0,22.0,4.0,Reading-Visual
17.0,Software Engineering,84.0,25.0,5.0,Visual
17.0,Discrete Mathematics,71.0,26.0,2.0,Visual
17.0,Compiler Design,66.0,28.0,3.0,Practice
17.0,Software Engineering,54.0,32.0,4.0,Reading
17.0,Computer Architecture and Organization,69.0,23.0,5.0,Lectures-Reading
17.0,Database Management Systems,61.0,30.0,4.0,Practice-Reading
17.0,Software Engineering,74.0,35.0,4.0,Reading
17.0,Software Engineering,84.0,17.0,5.0,Lectures
17.0,Compiler Design,80.0,43.0,5.0,Reading
17.0,Operating Systems,73.0,37.0,4.0,Visual-Lectures
17.0,Artificial Intelligence and Machine Learning,69.0,27.0,5.0,Practice-Practical
18.0,Operating Systems,93.0,27.0,4.0,Visual
18.0,Compiler Design,72.0,36.0,2.0,Visual
18.0,Discrete Mathematics,76.0,37.0,3.0,Practical
18.0,Data Structures and Algorithms,89.0,19.0,3.0,Lectures
18.0,Discrete Mathematics,66.0,21.0,1.0,Lectures-Reading
18.0,Software Engineering,81.0,28.0,4.0,Practical-Reading
18.0,Computer Architecture and Organization,70.0,33.0,5.0,Visual-Reading
18.0,Discrete Mathematics,83.0,49.0,3.0,Practical
18.0,Discrete Mathematics,82.0,36.0,4.0,Reading-Practical
18.0,Software Engineering,87.0,26.0,4.0,Practical
18.0,Data Structures and Algorithms,71.0,39.0,3.0,Visual
18.0,Computer Architecture and Organization,73.0,32.0,4.0,Reading-Lectures
18.0,Data Structures and Algorithms,71.0,40.0,4.0,Lectures-Visual
18.0,Computer Architecture and Organization,71.0,31.0,5.0,Lectures
18.0,Database Management Systems,92.0,18.0,4.0,Visual-Practical
18.0,Operating Systems,89.0,31.0,1.0,Practical
18.0,Database Management Systems,83.0,12.0,4.0,Lectures-Reading
18.0,Data Structures and Algorithms,63.0,28.0,3.0,Practice-Lectures
18.0,Data Structures and Algorithms,101.0,31.0,4.0,Practical
18.0,Compiler Design,82.0,32.0,2.0,Visual
19.0,Compiler Design,61.0,31.0,5.0,Practical-Lectures
19.0,Operating Systems,91.0,36.0,1.0,Visual
19.0,Database Management Systems,85.0,26.0,5.0,Lectures
19.0,Discrete Mathematics,73.0,25.0,5.0,Lectures-Reading
19.0,Software Engineering,75.0,39.0,5.0,Lectures
19.0,Operating Systems,74.0,16.0,3.0,Reading
19.0,Compiler Design,74.0,45.0,2.0,Practice-Visual
19.0,Database Management Systems,81.0,37.0,5.0,Lectures-Practice
19.0,Computer Networks,71.0,33.0,5.0,Practice
19.0,Computer Architecture and Organization,71.0,24.0,5.0,Reading
19.0,Data Structures and Algorithms,91.0,41.0,3.0,Lectures
19.0,Computer Networks,91.0,29.0,5.0,Practice-Reading
19.0,Compiler Design,72.0,25.0,5.0,Reading
19.0,Operating Systems,78.0,35.0,1.0,Visual
19.0,Software Engineering,90.0,35.0,5.0,Practice
19.0,Computer Networks,67.0,36.0,5.0,Lectures
19.0,Theory of Computation,84.0,52.0,5.0,Visual
19.0,Operating Systems,64.0,15.0,1.0,Lectures
19.0,Computer Architecture and Organization,70.0,19.0,5.0,Practice
19.0,Discrete Mathematics,75.0,34.0,5.0,Practice
20.0,Computer Networks,83.0,31.0,4.0,Lectures
20.0,Compiler Design,66.0,48.0,5.0,Practice
20.0,Software Engineering,70.0,33.0,4.0,Lectures
20.0,Computer Architecture and Organization,77.0,62.0,5.0,Reading-Visual
20.0,Software Engineering,66.0,17.0,5.0,Visual
20.0,Computer Networks,89.0,30.0,5.0,Lectures
20.0,Artificial Intelligence and Machine Learning,70.0,28.0,5.0,Reading-Practice
20.0,Software Engineering,63.0,19.0,5.0,Lectures-Practice
20.0,Discrete Mathematics,72.0,21.0,4.0,Lectures
20.0,Theory of Computation,87.0,41.0,5.0,Reading-Visual
20.0,Computer Architecture and Organization,79.0,19.0,5.0,Practical
20.0,Theory of Computation,56.0,25.0,5.0,Lectures
20.0,Database Management Systems,63.0,35.0,5.0,Lectures-Practical
20.0,Operating Systems,65.0,36.0,4.0,Lectures
20.0,Computer Architecture and Organization,62.0,38.0,5.0,Practical-Reading
20.0,Database Management Systems,84.0,31.0,5.0,Lectures-Practical
20.0,Software Engineering,64.0,36.0,5.0,Lectures
20.0,Database Management Systems,90.0,35.0,5.0,Lectures
20.0,Software Engineering,86.0,39.0,4.0,Reading-Practical
20.0,Data Structures and Algorithms,86.0,31.0,5.0,Reading
21.0,Computer Networks,76.0,15.0,4.0,Practice
21.0,Theory of Computation,60.0,23.0,5.0,Lectures
21.0,Theory of Computation,68.0,29.0,5.0,Visual-Reading
21.0,Data Structures and Algorithms,64.0,37.0,2.0,Lectures
21.0,Operating Systems,90.0,21.0,1.0,Practice
21.0,Computer Architecture and Organization,83.0,33.0,5.0,Visual
21.0,Computer Architecture and Organization,86.0,31.0,5.0,Practical-Reading
21.0,Artificial Intelligence and Machine Learning,75.0,28.0,5.0,Visual-Practice
21.0,Theory of Computation,69.0,26.0,5.0,Practical
21.0,Data Structures and Algorithms,80.0,31.0,5.0,Practice-Lectures
21.0,Theory of Computation,69.0,31.0,5.0,Visual
21.0,Software Engineering,71.0,32.0,5.0,Practical-Lectures
21.0,Compiler Design,69.0,20.0,4.0,Visual
21.0,Software Engineering,81.0,24.0,4.0,Practical-Lectures
21.0,Operating Systems,54.0,48.0,5.0,Reading-Lectures
21.0,Software Engineering,69.0,34.0,4.0,Practice-Visual
21.0,Computer Networks,70.0,37.0,5.0,Reading-Lectures
21.0,Theory of Computation,93.0,26.0,5.0,Practice-Practical
21.0,Compiler Design,82.0,46.0,1.0,Practice
21.0,Compiler Design,57.0,29.0,1.0,Practice-Visual
22.0,Theory of Computation,92.0,35.0,4.0,Reading
22.0,Computer Networks,83.0,26.0,5.0,Visual-Lectures
22.0,Compiler Design,75.08080301129235,39.0,3.0,Lectures
22.0,Operating Systems,76.0,51.0,1.0,Visual-Reading
22.0,Database Management Systems,79.0,33.0,5.0,Practical
22.0,Compiler Design,69.0,34.0,2.0,Visual-Practical
22.0,Compiler Design,74.0,28.0,1.0,Practical
22.0,Discrete Mathematics,73.0,38.0,2.0,Practical-Lectures
22.0,Theory of Computation,89.0,27.0,5.0,Lectures-Reading
22.0,Computer Architecture and Organization,74.0,29.0,5.0,Practical-Visual
22.0,Database Management Systems,61.0,31.0,4.0,Practical
22.0,Software Engineering,66.0,29.0,5.0,Practical
22.0,Computer Networks,75.0,44.0,5.0,Practice-Lectures
22.0,Database Management Systems,52.0,31.0,5.0,Reading-Visual
22.0,Discrete Mathematics,62.0,20.0,1.0,Reading
22.0,Artificial Intelligence and Machine Learning,75.0,34.0,5.0,Lectures-Practical
22.0,Computer Networks,86.0,22.0,5.0,Reading
22.0,Data Structures and Algorithms,82.0,21.0,1.0,Practice-Lectures
